Review real;Review predicha;Diferencia;Modelo
5,0;4,44;0,56;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
3,0;3,59;-0,59;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
1,0;4,4;-3,4;Regresión Lineal
4,0;3,87;0,13;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
5,0;4,51;0,49;Regresión Lineal
5,0;4,31;0,69;Regresión Lineal
4,0;4,15;-0,15;Regresión Lineal
5,0;4,43;0,57;Regresión Lineal
0,0;3,64;-3,64;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;4,46;0,54;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
1,0;4,18;-3,18;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
4,0;4,15;-0,15;Regresión Lineal
5,0;4,43;0,57;Regresión Lineal
1,0;4,09;-3,09;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
5,0;4,43;0,57;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
4,0;4,12;-0,12;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
4,0;3,9;0,1;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
4,0;3,97;0,03;Regresión Lineal
5,0;4,35;0,65;Regresión Lineal
4,0;4,42;-0,42;Regresión Lineal
5,0;4,42;0,58;Regresión Lineal
3,0;4,49;-1,49;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
4,0;4,06;-0,06;Regresión Lineal
5,0;3,61;1,39;Regresión Lineal
5,0;4,53;0,47;Regresión Lineal
5,0;3,9;1,1;Regresión Lineal
4,0;3,87;0,13;Regresión Lineal
5,0;3,61;1,39;Regresión Lineal
2,0;4,38;-2,38;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;3,64;1,36;Regresión Lineal
1,0;4,38;-3,38;Regresión Lineal
1,0;3,23;-2,23;Regresión Lineal
5,0;4,47;0,53;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
0,0;3,61;-3,61;Regresión Lineal
2,0;4,75;-2,75;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
1,0;4,19;-3,19;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
4,0;3,91;0,09;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
1,0;4,29;-3,29;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,42;0,58;Regresión Lineal
2,0;3,98;-1,98;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
1,0;3,98;-2,98;Regresión Lineal
1,0;3,92;-2,92;Regresión Lineal
3,0;4,04;-1,04;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
1,0;3,72;-2,72;Regresión Lineal
5,0;4,13;0,87;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
5,0;3,77;1,23;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
0,0;3,37;-3,37;Regresión Lineal
5,0;4,26;0,74;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
4,0;4,4;-0,4;Regresión Lineal
1,0;3,62;-2,62;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
3,0;4,07;-1,07;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
3,0;4,01;-1,01;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
4,0;4,86;-0,86;Regresión Lineal
3,0;4,65;-1,65;Regresión Lineal
2,0;3,39;-1,39;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
4,0;4,2;-0,2;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
4,0;4,44;-0,44;Regresión Lineal
5,0;3,59;1,41;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
1,0;4,16;-3,16;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
4,0;4,51;-0,51;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
5,0;3,89;1,11;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
5,0;4,26;0,74;Regresión Lineal
4,0;4,26;-0,26;Regresión Lineal
1,0;3,93;-2,93;Regresión Lineal
1,0;3,38;-2,38;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
3,0;3,96;-0,96;Regresión Lineal
5,0;4,47;0,53;Regresión Lineal
5,0;3,72;1,28;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
4,0;3,69;0,31;Regresión Lineal
4,0;3,82;0,18;Regresión Lineal
4,0;4,22;-0,22;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;3,71;1,29;Regresión Lineal
1,0;3,31;-2,31;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
4,0;3,85;0,15;Regresión Lineal
1,0;3,53;-2,53;Regresión Lineal
1,0;3,6;-2,6;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
1,0;3,78;-2,78;Regresión Lineal
5,0;3,78;1,22;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
4,0;4,23;-0,23;Regresión Lineal
5,0;4,42;0,58;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
2,0;3,08;-1,08;Regresión Lineal
5,0;4,34;0,66;Regresión Lineal
3,0;4,71;-1,71;Regresión Lineal
3,0;3,87;-0,87;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
3,0;4,14;-1,14;Regresión Lineal
1,0;4,06;-3,06;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
5,0;4,75;0,25;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
4,0;3,92;0,08;Regresión Lineal
5,0;4,4;0,6;Regresión Lineal
5,0;5,35;-0,35;Regresión Lineal
5,0;4,98;0,02;Regresión Lineal
3,0;4,64;-1,64;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
4,0;4,06;-0,06;Regresión Lineal
4,0;4,18;-0,18;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
4,0;-2,88;6,88;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
5,0;3,86;1,14;Regresión Lineal
4,0;3,89;0,11;Regresión Lineal
4,0;4,15;-0,15;Regresión Lineal
5,0;3,77;1,23;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;4,63;0,37;Regresión Lineal
4,0;3,8;0,2;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
5,0;1,3;3,7;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
2,0;4,86;-2,86;Regresión Lineal
5,0;3,68;1,32;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
1,0;2,24;-1,24;Regresión Lineal
5,0;4,31;0,69;Regresión Lineal
3,0;4,08;-1,08;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
4,0;4,58;-0,58;Regresión Lineal
4,0;3,93;0,07;Regresión Lineal
4,0;4,08;-0,08;Regresión Lineal
5,0;2,89;2,11;Regresión Lineal
1,0;4,12;-3,12;Regresión Lineal
5,0;4,13;0,87;Regresión Lineal
2,0;3,39;-1,39;Regresión Lineal
3,0;3,61;-0,61;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
4,0;4,31;-0,31;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
5,0;4,33;0,67;Regresión Lineal
5,0;4,47;0,53;Regresión Lineal
4,0;4,11;-0,11;Regresión Lineal
4,5;4,07;0,43;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
4,0;4,33;-0,33;Regresión Lineal
5,0;4,67;0,33;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
4,0;4,59;-0,59;Regresión Lineal
5,0;4,32;0,68;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;3,74;1,26;Regresión Lineal
5,0;3,86;1,14;Regresión Lineal
3,0;4,14;-1,14;Regresión Lineal
0,0;4,11;-4,11;Regresión Lineal
3,0;4,14;-1,14;Regresión Lineal
3,0;4,46;-1,46;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
4,0;4,01;-0,01;Regresión Lineal
2,0;3,58;-1,58;Regresión Lineal
2,0;3,95;-1,95;Regresión Lineal
1,0;3,99;-2,99;Regresión Lineal
3,0;3,9;-0,9;Regresión Lineal
3,0;4,23;-1,23;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;3,62;1,38;Regresión Lineal
1,0;3,88;-2,88;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
1,0;3,61;-2,61;Regresión Lineal
4,0;4,02;-0,02;Regresión Lineal
3,0;3,31;-0,31;Regresión Lineal
4,0;4,14;-0,14;Regresión Lineal
3,0;4,31;-1,31;Regresión Lineal
5,0;4,34;0,66;Regresión Lineal
4,0;4,33;-0,33;Regresión Lineal
5,0;4,65;0,35;Regresión Lineal
2,0;3,36;-1,36;Regresión Lineal
5,0;4,33;0,67;Regresión Lineal
4,0;4,37;-0,37;Regresión Lineal
4,0;3,76;0,24;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
3,0;4,74;-1,74;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
4,0;3,91;0,09;Regresión Lineal
5,0;4,52;0,48;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
4,0;3,7;0,3;Regresión Lineal
1,0;3,62;-2,62;Regresión Lineal
4,0;4,36;-0,36;Regresión Lineal
4,0;3,82;0,18;Regresión Lineal
5,0;4,48;0,52;Regresión Lineal
1,0;3,98;-2,98;Regresión Lineal
3,0;4,71;-1,71;Regresión Lineal
3,0;4,44;-1,44;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
5,0;4,31;0,69;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
5,0;3,75;1,25;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
5,0;3,9;1,1;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
1,0;4,62;-3,62;Regresión Lineal
1,0;3,46;-2,46;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
1,0;3,41;-2,41;Regresión Lineal
5,0;4,35;0,65;Regresión Lineal
3,0;3,97;-0,97;Regresión Lineal
1,0;3,11;-2,11;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;3,78;1,22;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
1,0;1,58;-0,58;Regresión Lineal
4,0;3,74;0,26;Regresión Lineal
4,0;4,25;-0,25;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
5,0;4,33;0,67;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
4,0;3,93;0,07;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
4,0;4,07;-0,07;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
4,0;4,93;-0,93;Regresión Lineal
4,0;4,28;-0,28;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
5,0;4,13;0,87;Regresión Lineal
5,0;4,48;0,52;Regresión Lineal
3,0;3,63;-0,63;Regresión Lineal
5,0;5,0;0,0;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
5,0;3,73;1,27;Regresión Lineal
5,0;4,61;0,39;Regresión Lineal
1,0;3,36;-2,36;Regresión Lineal
3,0;4,16;-1,16;Regresión Lineal
0,0;3,7;-3,7;Regresión Lineal
4,0;4,08;-0,08;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
1,0;3,4;-2,4;Regresión Lineal
4,0;4,66;-0,66;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
4,3636;4,48;-0,12;Regresión Lineal
4,0;5,31;-1,31;Regresión Lineal
5,0;4,49;0,51;Regresión Lineal
4,0;3,75;0,25;Regresión Lineal
4,0;3,61;0,39;Regresión Lineal
4,0;4,19;-0,19;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
2,0;3,64;-1,64;Regresión Lineal
5,0;3,8;1,2;Regresión Lineal
4,0;4,26;-0,26;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
4,0;4,03;-0,03;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
1,0;3,11;-2,11;Regresión Lineal
5,0;3,75;1,25;Regresión Lineal
4,0;4,38;-0,38;Regresión Lineal
5,0;3,72;1,28;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;3,84;1,16;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
4,0;3,91;0,09;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
4,0;3,96;0,04;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
4,0;4,21;-0,21;Regresión Lineal
4,0;3,94;0,06;Regresión Lineal
5,0;3,8;1,2;Regresión Lineal
5,0;4,55;0,45;Regresión Lineal
5,0;4,49;0,51;Regresión Lineal
1,0;3,38;-2,38;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
4,0;4,23;-0,23;Regresión Lineal
3,0;3,85;-0,85;Regresión Lineal
5,0;4,69;0,31;Regresión Lineal
4,0;3,76;0,24;Regresión Lineal
5,0;4,48;0,52;Regresión Lineal
3,0;4,05;-1,05;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
4,0;4,15;-0,15;Regresión Lineal
4,0;4,29;-0,29;Regresión Lineal
4,0;4,53;-0,53;Regresión Lineal
4,0;4,26;-0,26;Regresión Lineal
3,0;4,23;-1,23;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
4,0;4,21;-0,21;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
4,0;4,21;-0,21;Regresión Lineal
5,0;3,57;1,43;Regresión Lineal
1,0;3,48;-2,48;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
4,0;4,34;-0,34;Regresión Lineal
1,0;3,31;-2,31;Regresión Lineal
1,5714;4,12;-2,55;Regresión Lineal
1,0;4,14;-3,14;Regresión Lineal
4,0;4,07;-0,07;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,4;0,6;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
5,0;4,35;0,65;Regresión Lineal
2,0;4,01;-2,01;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
5,0;4,55;0,45;Regresión Lineal
5,0;4,63;0,37;Regresión Lineal
3,0;3,79;-0,79;Regresión Lineal
5,0;3,66;1,34;Regresión Lineal
2,0;4,32;-2,32;Regresión Lineal
4,0;3,61;0,39;Regresión Lineal
3,0;3,8;-0,8;Regresión Lineal
5,0;4,52;0,48;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,38;0,62;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;3,79;1,21;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
5,0;4,42;0,58;Regresión Lineal
1,0;4,29;-3,29;Regresión Lineal
1,0;3,47;-2,47;Regresión Lineal
4,0;3,89;0,11;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
4,0;4,4;-0,4;Regresión Lineal
3,0;3,43;-0,43;Regresión Lineal
3,0;4,68;-1,68;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
5,0;4,4;0,6;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
1,0;3,61;-2,61;Regresión Lineal
4,0;4,26;-0,26;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
4,0;3,99;0,01;Regresión Lineal
3,0;4,08;-1,08;Regresión Lineal
1,0;3,5;-2,5;Regresión Lineal
4,0;4,24;-0,24;Regresión Lineal
5,0;4,5;0,5;Regresión Lineal
5,0;4,35;0,65;Regresión Lineal
5,0;5,15;-0,15;Regresión Lineal
5,0;4,29;0,71;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
3,0;3,86;-0,86;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
3,0;4,2;-1,2;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
4,0;4,64;-0,64;Regresión Lineal
1,0;2,41;-1,41;Regresión Lineal
5,0;4,13;0,87;Regresión Lineal
5,0;4,6;0,4;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;3,5;1,5;Regresión Lineal
4,0;4,04;-0,04;Regresión Lineal
5,0;5,18;-0,18;Regresión Lineal
1,0;4,58;-3,58;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
5,0;3,69;1,31;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
5,0;4,55;0,45;Regresión Lineal
5,0;4,31;0,69;Regresión Lineal
4,0;4,07;-0,07;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
1,0;4,22;-3,22;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
4,0;3,89;0,11;Regresión Lineal
5,0;4,49;0,51;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
3,0;3,89;-0,89;Regresión Lineal
5,0;4,53;0,47;Regresión Lineal
5,0;4,64;0,36;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
1,0;3,61;-2,61;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
4,0;3,67;0,33;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
3,0;5,32;-2,32;Regresión Lineal
2,0;4,27;-2,27;Regresión Lineal
2,0;3,81;-1,81;Regresión Lineal
1,0;3,85;-2,85;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
3,0;3,62;-0,62;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
5,0;3,83;1,17;Regresión Lineal
3,0;3,69;-0,69;Regresión Lineal
4,0;3,96;0,04;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
5,0;3,65;1,35;Regresión Lineal
4,0;5,3;-1,3;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
1,0;4,28;-3,28;Regresión Lineal
4,0;4,11;-0,11;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
4,0;4,05;-0,05;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
5,0;4,13;0,87;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
5,0;4,59;0,41;Regresión Lineal
1,0;3,91;-2,91;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
3,0;3,72;-0,72;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
1,0;4,19;-3,19;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
5,0;4,63;0,37;Regresión Lineal
4,0;4,12;-0,12;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
4,0;3,69;0,31;Regresión Lineal
4,0;3,84;0,16;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
4,0;4,23;-0,23;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
4,0;4,17;-0,17;Regresión Lineal
5,0;4,45;0,55;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
2,0;4,33;-2,33;Regresión Lineal
4,0;4,06;-0,06;Regresión Lineal
3,0;4,24;-1,24;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
2,0;3,78;-1,78;Regresión Lineal
5,0;4,26;0,74;Regresión Lineal
2,0;3,3;-1,3;Regresión Lineal
1,0;3,62;-2,62;Regresión Lineal
3,0;3,9;-0,9;Regresión Lineal
5,0;4,79;0,21;Regresión Lineal
4,0;4,19;-0,19;Regresión Lineal
4,0;4,37;-0,37;Regresión Lineal
5,0;3,79;1,21;Regresión Lineal
4,0;4,91;-0,91;Regresión Lineal
5,0;4,67;0,33;Regresión Lineal
1,0;3,57;-2,57;Regresión Lineal
5,0;4,29;0,71;Regresión Lineal
3,0;3,69;-0,69;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
1,0;2,95;-1,95;Regresión Lineal
5,0;3,89;1,11;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
4,0;3,93;0,07;Regresión Lineal
5,0;3,47;1,53;Regresión Lineal
2,0;3,23;-1,23;Regresión Lineal
4,0;3,91;0,09;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
1,0;3,44;-2,44;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
2,0;3,19;-1,19;Regresión Lineal
5,0;4,38;0,62;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
5,0;4,45;0,55;Regresión Lineal
1,0;2,27;-1,27;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
3,0;4,3;-1,3;Regresión Lineal
4,0;4,33;-0,33;Regresión Lineal
5,0;3,63;1,37;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;4,54;0,46;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
5,0;3,89;1,11;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
4,0;4,13;-0,13;Regresión Lineal
2,0;3,25;-1,25;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
2,0;3,6;-1,6;Regresión Lineal
2,0;4,42;-2,42;Regresión Lineal
2,0;4,0;-2,0;Regresión Lineal
5,0;3,72;1,28;Regresión Lineal
4,0;4,12;-0,12;Regresión Lineal
5,0;4,65;0,35;Regresión Lineal
4,0;4,2;-0,2;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
1,0;4,31;-3,31;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
1,0;3,52;-2,52;Regresión Lineal
2,0;3,44;-1,44;Regresión Lineal
3,0;4,07;-1,07;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
4,0;4,52;-0,52;Regresión Lineal
5,0;4,44;0,56;Regresión Lineal
5,0;4,43;0,57;Regresión Lineal
3,0;4,1;-1,1;Regresión Lineal
5,0;3,84;1,16;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
4,0;3,7;0,3;Regresión Lineal
4,0;3,93;0,07;Regresión Lineal
0,0;3,12;-3,12;Regresión Lineal
1,0;3,1;-2,1;Regresión Lineal
3,0;4,11;-1,11;Regresión Lineal
5,0;3,81;1,19;Regresión Lineal
3,0;5,12;-2,12;Regresión Lineal
4,0;4,05;-0,05;Regresión Lineal
5,0;5,15;-0,15;Regresión Lineal
4,0;3,68;0,32;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
1,0;4,26;-3,26;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
4,0;4,98;-0,98;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
4,0;3,87;0,13;Regresión Lineal
2,0;4,51;-2,51;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
5,0;4,34;0,66;Regresión Lineal
5,0;4,45;0,55;Regresión Lineal
4,0;3,83;0,17;Regresión Lineal
5,0;3,8;1,2;Regresión Lineal
5,0;3,8;1,2;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
4,0;4,2;-0,2;Regresión Lineal
4,0;3,96;0,04;Regresión Lineal
4,0;3,58;0,42;Regresión Lineal
5,0;4,62;0,38;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
5,0;3,89;1,11;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
3,0;3,59;-0,59;Regresión Lineal
5,0;4,65;0,35;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
1,0;3,99;-2,99;Regresión Lineal
4,0;4,21;-0,21;Regresión Lineal
2,0;3,72;-1,72;Regresión Lineal
5,0;4,83;0,17;Regresión Lineal
5,0;3,77;1,23;Regresión Lineal
5,0;4,8;0,2;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
4,0;2,74;1,26;Regresión Lineal
3,0;3,53;-0,53;Regresión Lineal
2,0;3,89;-1,89;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
1,0;4,57;-3,57;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
3,0;4,29;-1,29;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
0,0;3,97;-3,97;Regresión Lineal
5,0;4,44;0,56;Regresión Lineal
3,0;4,73;-1,73;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
5,0;4,29;0,71;Regresión Lineal
5,0;5,15;-0,15;Regresión Lineal
1,0;4,18;-3,18;Regresión Lineal
4,0;4,22;-0,22;Regresión Lineal
1,0;4,18;-3,18;Regresión Lineal
5,0;3,81;1,19;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
5,0;3,74;1,26;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
4,0;4,09;-0,09;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
4,0;4,2;-0,2;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;4,86;0,14;Regresión Lineal
